InputID,TargetID,Distance
n151477533,"1",27621.1016502968
n151477533,"0",27621.1016502968
n151481219,"1",116093.73600888
n151481219,"0",116093.73600888
n151481517,"1",90038.3415786239
n151481517,"0",90038.3415786239
n151481517,"0",90038.3415786239
n151481517,"1",90038.3415786239
n151481859,"0",46806.9608795044
n151481859,"1",46806.9608795044
n151486218,"1",45307.4265341582
n151486218,"0",45307.4265341582
n151486339,"0",71280.014078346
n151486339,"1",71280.014078346
n151496738,"0",13804.7088398089
n151496738,"1",13804.7088398089
n151509478,"1",92125.1309952515
n151509478,"0",92125.1309952515
n151509521,"1",12078.1072831841
n151509521,"0",12078.1072831841
n151518659,"0",95651.8877918062
n151518659,"1",95651.8877918062
n151527597,"1",164506.656021448
n151527597,"0",164506.656021448
n151529743,"0",68771.5630603158
n151529743,"1",68771.5630603158
n151530259,"0",81737.8254003958
n151530259,"1",81737.8254003958
n151537683,"1",20672.0264095753
n151537683,"0",20672.0264095753
n151537683,"0",20672.0264095753
n151537683,"1",20672.0264095753
n151552838,"0",43095.4136929453
n151552838,"1",43095.4136929453
n151558257,"1",111751.116066234
n151558257,"0",111751.116066234
n151576377,"0",132221.323132999
n151576377,"1",132221.323132999
n151581901,"0",145072.336241474
n151581901,"1",145072.336241474
n151583387,"0",164194.574085099
n151583387,"1",164194.574085099
n151596521,"0",70556.4811710594
n151596521,"1",70556.4811710594
n151603732,"0",84057.0119542793
n151603732,"1",84057.0119542793
n151607490,"0",17089.0251058742
n151607490,"1",17089.0251058742
n151608431,"0",46192.1521783718
n151608431,"1",46192.1521783718
n151608431,"0",46192.1521783718
n151608431,"1",46192.1521783718
n151610837,"0",62038.3333261201
n151610837,"1",62038.3333261201
n151632514,"0",136357.870260137
n151632514,"1",136357.870260137
n151634565,"0",69611.2375748104
n151634565,"1",69611.2375748104
n151649613,"1",203504.077104935
n151649613,"0",203504.077104935
n151659083,"0",53691.9283507926
n151659083,"1",53691.9283507926
n151669356,"0",26097.2255646953
n151669356,"1",26097.2255646953
n151671089,"0",16436.9945580772
n151671089,"1",16436.9945580772
n151679701,"0",108007.587071567
n151679701,"1",108007.587071567
n151681154,"1",3346.11676395699
n151681154,"0",3346.11676395699
n151686591,"0",68345.1295999639
n151686591,"1",68345.1295999639
n151703064,"0",31161.8986677058
n151703064,"1",31161.8986677058
n151703064,"0",31161.8986677058
n151703064,"1",31161.8986677058
n151705797,"0",93132.1017073573
n151705797,"1",93132.1017073573
n151710185,"0",147427.432354234
n151710185,"1",147427.432354234
n151710437,"1",30892.7509240958
n151710437,"0",30892.7509240958
n151719580,"0",21816.0088410409
n151719580,"1",21816.0088410409
n151719580,"0",21816.0088410409
n151719580,"1",21816.0088410409
n151725659,"0",24483.6709595905
n151725659,"1",24483.6709595905
n151753690,"0",114250.038421678
n151753690,"1",114250.038421678
n151761311,"1",85113.5916905631
n151761311,"0",85113.5916905631
n151761311,"0",85113.5916905631
n151761311,"1",85113.5916905631
n151765286,"0",84796.284857151
n151765286,"1",84796.284857151
n151776959,"0",173384.953455527
n151776959,"1",173384.953455527
n151777202,"0",32651.0761614679
n151777202,"1",32651.0761614679
n151777312,"0",159872.680492558
n151777312,"1",159872.680492558
n151807124,"0",58859.9509748243
n151807124,"1",58859.9509748243
n151808702,"0",44314.6194762464
n151808702,"1",44314.6194762464
n151809141,"1",78512.1927553547
n151809141,"0",78512.1927553547
